user,anomaly_score,temporal_flag,label,final_prediction
1d4e4570b4a4223f2051465c01e1bacfa299828889bf745af2ca9e898122d31c,0.0318293012147417,0,0,0
1d5170d83dc490e59cf4b6931d0ff297bb1b457b68ef4e5ad5af6d5b4e0f9138,-0.040080748488935225,6,0,0
1daf5180d436e4375a0ed1c463eba43a70fea8f6f0eef0c528f69d1d6191fc00,-0.04450915740045985,3,0,0
1db8dfce33dd1badfe8729d783cd9a40124c0ea205997cab492fe225a2418beb,-0.08358223723443198,0,0,0
1e00ef910e2bfdd37bcd9b9f20b980831aa4b9701c82616ba53bbee25d6adc46,0.027922700846721327,24,0,0
1e0b61d9b612deab2bd5bc9a3d9dbba70a20f28d744318755d3890ee4d539da3,-0.1968643679544107,0,0,0
1e3135aabca80c034f74af212a1cd12cb1adbbfd99f5a45e1fcadc711efe029b,0.12554827171740734,19,0,0
1eb2b9c3717af4a133a4868326fb7f3e19973330cc12cd96cc026d6e1a531c5d,-0.1968643679544107,0,0,0
1eeb1923f469be2841a8d396e70ea1d71e33e0fd8f256cf4e594aceab732a0e3,-0.1968643679544107,0,0,0
1f7ef6837bfd8323e37a309243bd19b6929d13070d153c2435a5a444f8f81c71,0.016686389539542712,12,0,0
1fe5f13f541af3d6eb9a71b749422f9a0d8f2e9510b9c8d5397ed39aae43f85d,-0.19629701191986,0,0,0
2019708508810742a2da5a4bc80ab90c2528b6836f3855f0fdbad90332e5aef2,0.0011920430262813975,0,0,0
202cfa3eb3caa69ceefdd7736c1b326d96ec1ac2295b11f17dbd9c925fe23dd3,-0.07607820503132251,0,0,0
2032c489768ff395b34be05f020590b81c9389cc6535172e813e596c574622a8,-0.19651027047479047,0,0,0
20410bcd013943418f8fb56d33c94830f94c419e1a09a94519f5c729e6ea9f53,0.031129747511397965,3,0,0
209cf320ac1c077d911a36b48b43e8e92fdcd26a1f1bd3b5986f9b62693d717b,-0.12379474744215724,0,0,0
20e1baf0352af5e5e74453d0e3fc86d205ea21c7a33ecdf251651a481870b0de,-0.1968643679544107,0,0,0
20e7d31b7c4807891c20a8aaa9812982d59c48dd1d3b9a08dc3c7a070f25ca8a,-0.006531315032870633,8,0,0
20f79ca47af4c95b6ce572078432b698611a1c86919c85717aeb1570ded544a0,-0.1968643679544107,0,0,0
2156a4bf4972c92d1bfe31fa9f64a13bea5e654fbc5aa087feda9c09b1563d96,-0.07827275429096359,0,0,0
216985795eac4499713a105f2a256e723b0636e0bfab4d729f53750d445abce7,-0.1968643679544107,0,0,0
216aa00880d99b05028d41b28b071bf8494838d3929df4f61eec216d1ac0ef7d,0.25832428528218654,19,0,0
21eeb99300b775317f67a45290a58392da3c6131c46fb05a868f4e4f4b05b598,-0.04939550727977532,2,0,0
228c864d33b6e30f755e54fc87e76e88df32b192ab87c59109679045ed8125ff,-0.19651027047479047,0,0,0
2299a190353f187098fc945a0b8f6c1d93619eaf26e0955e3956f8edcdf70a18,-0.1968643679544107,0,0,0
22a31e2f3f50f163f833af180e103ea927d405a6bd7cd70250feda9fa0eb4398,-0.19638487763451562,0,0,0
22b0f058f49c2a4cd670421a56e9e18a2328f64fe2b9fd93951fa5aa2cedebe1,-0.09351926249534154,1,0,0
22dcc51f339a5e54e60238a079cef32694d90434bb5c2ab6ce6ec9629a14cdc8,-0.1629843864241512,0,0,0
23240d865055081aca28597594909f0116e15470e18ffbe0cfa0234abe805b07,-0.1968643679544107,0,0,0
23858af7b4ffbd9aed266f92dd6a729a223834ba472fe778652a28b3e6286ab4,-0.08369647534686886,0,0,0
23b468feb5c9cbfd895757e8ca79991d489d7e18de08fe7bf7efc5ecd26d1c34,-0.16431655478518875,0,0,0
23ba0c43c8a3a3d1fdd68e675e9dff6b07263e0b0f831d4d66bb7512eef91234,-0.19629701191986,0,0,0
23d37f1724cce622e1ae695d3e890608c352748729418f5a1d8960f8b5778657,-0.1968643679544107,0,0,0
23e0431850868efdb4bcf06092dc5971feb8020250210fcad014eafb62bd7f44,-0.17162567889185154,0,0,0
24845b95480c5e2ead1bc3fcaff322e0a4db96b5690ff9fc8d9f3e968a6ea05f,-0.19638487763451562,0,0,0
2523d8dcf167fd399713656120f88f01c1c21113c95041d1ea8d957135c5696e,-0.0775391046448054,0,0,0
253d1204f61d1b803e9d47a0e0ace4d90a941996c28e2967ad37e2bc2093b0f8,-0.1644575939809952,0,0,0
2541f628f649f010b2c5b3d9f1d27267764c6c7c7f18349cc7187af47eea35ed,-0.1968643679544107,0,0,0
2674ded2d948dc1d0d8cf6c351216cb7ed8248ed7a3921c76795c20df6151b07,-0.19629701191986,0,0,0
26fcada0c173a1019b3c4446fdc43665b6f31936838fe6381b4686a0c3009148,-0.1968643679544107,0,0,0
27854fe8c0cc9a54fb6b0d4929d3b29c4001c1b248f828c4796fc4669242b580,-0.015015795744879434,3,0,0
27abdede20c091172530bd44f5306eb4a8a0646ed212a23d508130fd736197bb,-0.07935854856532382,0,0,0
27bacaa955183e6775e05a066e85eabaacb6ce8525f672690c54190f89b079b7,0.12619328758448,18,0,0
27c6ea04e594b04b52ec5557b5dde99acb2cf47bc98e133087811d49b41afa73,-0.021620004836168605,1,0,0
283113d9defa3c2f74ed71ddbdc6a1aece57bc7420bd43b50141dedfe77ada43,-0.1968643679544107,0,0,0
289f9dc366f4dcafd07fab2a0fd886927dca45eef3677d261a0714f7093f395d,-0.1968643679544107,0,0,0
28b972e41d3a9ff7479999616c68c90c363de9692e9bd9caccb9926641a2f5cb,0.13524677315801148,18,0,0
294b1870f68859648e119dc3b53cb35217ff213d368fab375f4416b6f883d8ab,-0.12380320863612598,0,0,0
29795e7b83f98e08e2e45f75143eef7e9e2711bea10b1b877c584f1af345eb02,-0.1968643679544107,0,0,0
298479f37aef541d9d1344b10232c9277c8ccbe51896ea3fcf85741954c143b5,-0.1968643679544107,0,0,0
29ff6452c77b88e2d1aa3ca6930bb9f417320a47a3366f2f943e70dbf3c43179,0.0014528343931540233,11,0,0
2a254059ac9836ef73105c0e3844edc9f6fdcf7344762d3a433beb9f40f2bfb6,-0.1968643679544107,0,0,0
2a51a074eac5eccfe4b5d0a20417423cd0e58d7740d8158fde117c18d6a9b837,-0.1968643679544107,0,0,0
2abcd23d7b13a028464ef7ba23579d98ac1b0f4845b0bb4dc0729e8675164564,-0.02170350749265787,18,0,0
2b2738e0f6fdd5156f19ee77e543b2ba63ef7795f18e0cbea3a88383b0268d1f,-0.017340379402894457,0,0,0
2c046ff995c9ab95ebae04bddbc64f5034373bc9d207873adaa9c2dfc821cf10,-0.13358895880546456,0,0,0
2c1a7a0f7c910e9d64088901061a86f9d4504dcf9831a3010544f90467b4b093,-0.1968643679544107,0,0,0
2c271ec3311fbc1e8c1854c9903de4f6ad248521b7cbe7ddf1d748d9c93a52fe,-0.1968643679544107,0,0,0
2c5e0e461a044614503970ffe1399f3c3b896fc00c1fd9dd0b120582f897d92a,-0.07066867426567464,0,0,0
2d0192a694407a0916f339fcb08aab3dd2f29eefd1119cd790561a06ea56105a,-0.16402473309844928,0,0,0
2d854c518b08459aec2ea76e284a3ea06677bd84d50cf85b7d837774beb17b29,-0.1968643679544107,0,0,0
2daf2be201cf03f7409b0dfde93ca4f1afd8b36643e4bc339a37cde11e56710e,-0.04822030258520721,0,0,0
2dced249c2bde045356250b758ca81e882143c677b3a4b7a19b287b987aaa4a9,-0.19629701191986,0,0,0
2e4afb24b1e4fafa8c058881fa9a24566d5951cf3a689e792488dec5f376bd2a,-0.1968643679544107,0,0,0
2e620136925fe8b3311164fbd486438d6ec83d35fa1911dfca21349947a0bba3,-0.19555873376991723,0,0,0
2e7087691c003d8593351c9ef1faeabf73d220ed0e4aeed297988c99ec8fd4a3,-0.1615580549423949,0,0,0
2e93a5f1c0cec088fb569db1c5527860feec86e98b55396f114cb56745adc9fb,-0.017439822276716088,4,0,0
2ea889bc554ee27fffad6f78c1e085ea88d9241eff6a3f78b5f74ccca1f2d61c,-0.19534846820733515,0,0,0
2ec7d1454b413509efe6ce1f65ae1a818e0c68406a5dbb28e845e8a3e84f39cc,-0.1968643679544107,0,0,0
2edc025d2da476444ceea6ca24fb5cc8d61a2def18ac9a392acbce39cc771a05,-0.19629701191986,0,0,0
2ef1f75ac24a4a412798af18e4daf916d76bc2eb335ad46db9da1c925029944f,0.04679881833710531,12,0,0
2f2493f23f44906e021ed548b3377ff7087ca6f11f659a37c56203320f13fc28,-0.1968643679544107,0,0,0
2f7284a5c2a295ed62f76f9c4a955dac4767770df1e055b4d5632ad629fb8074,0.12120649937863348,19,0,0
2f8547a8094c40e603e00db2782016279524000db0d6cd53de4c9046dcab9fe2,-0.0032283019853464046,14,0,0
3027c28b0491c9328035062120af3d7ca1eb6a02a3f9ec69c1b91fac1a089abf,-0.19651027047479047,0,0,0
314b448b983a6197b94686efcf7e95268442f5c041d25aa8e50cb584173ed321,-0.05532414003677477,5,0,0
317319a68ffeb1fe07fd3e5954a23b2d1c4749842f00cd93b8bd12cdec7066a3,-0.12246779154622905,0,0,0
31e51054c62c63a003122366528d550a593f4604ae747bd33f96daacf12b875b,-0.08451643189125024,0,0,0
3261c02bd912326ab7abbdf695636a63835842e99c70ff2a8278ee812aa9a4c5,-0.09338625640819476,1,0,0
326961540281063a4d7757caf1d7eeee37f1235eeda535f6da614a577b5f2e6c,-0.1968643679544107,0,0,0
327fecd7c287c1e7ae7ee0afb40dc680cbe0f8b62145585aab11d7604cc13f50,-0.19556107434374187,0,0,0
3316b1c13560d8934c2412e242bbdca65a8932749af0e794dac5f2e0f26228ec,-0.1968643679544107,0,0,0
332b8f19ce5dd358d112b71bedf4a098ff3256a800d281ec8b977ba62891a448,-0.19638487763451562,0,0,0
333f6656e0d871727ed645d454ccd103c0b7ae1b3bfef21e97e8b3bbf115113d,-0.19638487763451562,0,0,0
336d2ee716543ea4c3b0002c5ee664bc9658dfe41a9339f5f58cd40bb0c58562,-0.07841867455444923,1,0,0
336ffe925b66520d8c30c0f32488dc52c88809b6f558c2fb8808681519d97f5c,-0.1968643679544107,0,0,0
33ae599b60d9953cd1aeea52945306096f1bd80731668077e2fa8b93c50aaae8,-0.1968643679544107,0,0,0
343c9a7c8f0f905a28b709f2538720ff8b4c6698c24b35519b57eb73c5ad671a,-0.19651027047479047,0,0,0
345d44e6d8f0655c753a8815ad7f3ba7123b88a9769c4c49d9ce8243e23d1562,0.09470583206613326,7,1,1
34731e07c65f62eccfed12410917a14a25150c9b52cc8901aac91d6af251e7ff,-0.004139970126804893,18,0,0
34a8931cecb4282693379c5bddc113a804bc0ff1aa070c4c219e12ec3e060af7,-0.19629701191986,0,0,0
34c4b6ea34bf5c0f12429358ea54457e15ecb5ef6c505e78ec4e208234c36233,-0.16224598741299923,0,0,0
3529d3c2bc604340d5068c55249a1c4547bfa43af9373e0a63729e36719dc794,-0.07695393627540115,0,0,0
36266a42d14d2ebd00d64cc147037247307e9a24e74660a1e501183eb0ac1ed7,-0.1968643679544107,0,0,0
3658cc121a85cdc9395ac99ca85d5b83af57ddb1fdeeeba98b7ae2d2faa869bc,-0.02951208352763285,18,0,0
3681c6bd51313951980211ba26dbbdd0139293006872970d2e6546410b64014b,-0.19651027047479047,0,0,0
368b3f0e907a33d041810e8dcd009c333c716432d75403a8fbd30b96bd82f44f,-0.08372636163994829,1,0,0
36f05f9b137216a680cea35745662e498046c99c3b6772dc8bb240408b792944,-0.19638487763451562,0,0,0
36f9397f798eba8b10199b86d4cc894f59a980eaf422954a41872fe6a485f4bb,-0.05488190386981756,0,0,0
371c28440cd4bd45ef479b6ca08a62edf22d1bf4b168b4877c0d4df43e7c42db,-0.1968643679544107,0,0,0
371e7798a652a00444e39bf9994e4562e99e0baac9fbe8f8919ecb4ab8e7f217,-0.049997199983377205,0,0,0
37883a197f28626b6261a083ba547376f790dbfaf2c0166990d39f7a5eed0580,-0.04813844864068079,3,0,0
37bc777b7d1914267562384272789001d455fc62f89024dbf7c259d2359884e4,0.05620135450443242,10,0,0
37d72af91be083df4ddef7df84f9fa67205b2ceed5e2c74814fd7eed4731df07,-0.1968643679544107,0,0,0
38380b978c377f689e989fd0926bb59e2eb106fce0beef538b43c28b03cb0023,-0.1968643679544107,0,0,0
38481290f99cea45409612299a4f611828aa4a7cb7361196626fd9c0f6868a4d,-0.06266713709886734,2,0,0
385b73b903d324c3e2ffc1dc8f0e164c279a2cc7ecb8b7a24d4d581947c761d2,-0.1968643679544107,0,0,0
38927935d5a545b9cf72723d449b5dbc178b62e679d5982bbd8510cf88b16269,-0.16630352117001068,0,0,0
38cb475698f9017e1a896458b21d3f9d701e2f7797e7659d2fcf1d53639e7533,-0.05415857732134283,4,0,0
38fe80daf9f5e42f1ccb7c24ceb3b2db6408956050f8bd4ab8a2ef6118bc8957,-0.16308159201906447,0,0,0
3921148f5f65d4c4164e8c0b241f5846e2eb5d3a3298e106ef9e8c08e5f36f9d,-0.1191229948556421,0,0,0
39234276a9c7504fecc03de69a277989bff49592c110df2a9685c83305a4f4d6,-0.1968643679544107,0,0,0
3a142571dd8f556a78bf3d2241a8b90beb53c2eb5a6afa039b9789867c8e6f37,-0.1968643679544107,0,0,0
3a33395c194cfaba9b20a3b320b8dd0dbb118dfe83c1083f95a139963d2057c6,-0.19516599432256293,0,0,0
3a5d6554a9f5d3828d9d13e55e0e8d0305a8741dcf609931caa9deb7517b61eb,-0.19556107434374187,0,0,0
3a7f81a59e98b278c7260f7cb8cd2314c3b6cf198bc83f40db6d03e07d09a5ec,-0.19629701191986,0,0,0
3ab98d9b17dc2d0b441ef1c705c72b4d8601d8af5efc2eaaaec9e2b330a6d5cf,-0.1968643679544107,0,0,0
3ad13cbf6c8795ee996c695b82332c663b2a46ff6b0311349f78edbb47aee714,-0.1968643679544107,0,0,0
3ae4a4612a82695fc24592b08879f876aae5136f26e7a7a054262e2469f0d03a,-0.07801029934383424,6,0,0
3b076831f109633fc97c3e58b21cdad159710de83cca8eec557798cc4b60c53c,-0.1968643679544107,0,0,0
3b5f1419f2e411b0d282eba4d567d3384fc1da98ac802deda334e62afb01cfba,-0.19555873376991723,0,0,0
3b636b72f89fc773256c51170f022c6ff2c5c3f90a578fa5aba31385bbd94b29,-0.1968643679544107,0,0,0
3b7c5c03495226f8e00a7355306d3fca1772de06011f2fd46053e3d41fc9f2b0,-0.1968643679544107,0,0,0
3ba1c2afdb080c046872966df01c32f0d3d281a303206c1b13acbc803264ec0c,-0.1968643679544107,0,0,0
3c0d636283e08fbe31e0565e26206972123f5ee3632b2c047050306f7b649ad3,-0.1968643679544107,0,0,0
3c1d849fb3873c16f9dc1c4b7bc2c32dbedc7fb20c91e981e744fe0e59767b91,-0.1968643679544107,0,0,0
3c96015dde457834f02dc340ca32c7cf838a991a48cf317d364279f2be12ef7e,-0.16704111151506834,0,0,0
3d16c31ff3d0a0b02c8ed07d66b8eb12feb553bb8ceee3e1c415524adb9a106d,-0.12300236682235322,0,0,0
3d60b7d9ada2e31ca5c30e71bd2ab7d0cfe226a68fc6a771524de1b794eb4260,-0.16147680890457355,0,0,0
3d720839032b67c891172a17e199cca6b3afda6ed4308555356d92de4918028a,-0.1968643679544107,0,0,0
3da810147070388a7225d51020b302ef5d141c8d1da96cc8ca1f1814a597818c,-0.1968643679544107,0,0,0
3dce98a517613ddd3d904594bd93a71c6c14cf40ddca612bb4d6b4b217d2b555,-0.19586032033272932,0,0,0
