user,day,total_logons,after_hours_logons,weekend_logons,distinct_pcs_accessed,files_accessed,after_hours_files,emails_sent,external_emails,after_hours_emails,web_visits,suspicious_web_clicks,after_hours_web,device_activity,after_hours_device,total_after_hours,label,is_new,logon_change,file_change,email_change,logon_zscore,file_zscore,email_zscore,anomaly_score,anomaly,rolling_anomaly,temporal_flag,user_prediction,final_flag
0033828af037921c2e1fbdfe173e788d34c72a2a3238ad3847c6c7b24c865a63,2010-09-29,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6744716434349753,-0.1965102704747904,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-02,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,-1.0,0.0,0.0,-1.777843341715742,0.0,-0.6921797048474124,-0.1659228045137394,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-03,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,1.0,0.0,0.0,0.5594611914490102,0.0,-0.6921797048474124,-0.1755992636221479,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-07,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,-1.0,0.0,0.0,-1.777843341715742,0.0,-0.6921797048474124,-0.1659228045137394,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-08,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,1.0,0.0,0.0,0.5594611914490102,0.0,-0.6921797048474124,-0.1755992636221479,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-09,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.5594611914490102,0.0,-0.6921797048474124,-0.1868470025516359,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-10,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.5594611914490102,0.0,-0.6921797048474124,-0.1868470025516359,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-13,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.5594611914490102,0.0,-0.6921797048474124,-0.1868470025516359,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-14,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,-1.0,0.0,0.0,-1.777843341715742,0.0,-0.6921797048474124,-0.1659228045137394,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-15,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,-1.777843341715742,0.0,-0.6921797048474124,-0.1718912863511889,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-16,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,1.0,0.0,0.0,0.5594611914490102,0.0,-0.6921797048474124,-0.1755992636221479,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-17,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.5594611914490102,0.0,-0.6921797048474124,-0.1868470025516359,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-20,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.5594611914490102,0.0,-0.6921797048474124,-0.1868470025516359,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-21,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.5594611914490102,0.0,-0.6921797048474124,-0.1868470025516359,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-22,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.5594611914490102,0.0,-0.6921797048474124,-0.1868470025516359,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-23,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.5594611914490102,0.0,-0.6921797048474124,-0.1868470025516359,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-24,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.5594611914490102,0.0,-0.6921797048474124,-0.1868470025516359,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-27,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,-1.0,0.0,0.0,-1.777843341715742,0.0,-0.6921797048474124,-0.1659228045137394,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-28,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,-1.777843341715742,0.0,-0.6921797048474124,-0.1718912863511889,0,0.0,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,2010-09-29,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,1.0,0.0,0.0,0.5594611914490102,0.0,-0.6921797048474124,-0.1755992636221479,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-02,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-03,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-07,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-08,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-09,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-10,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-13,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-14,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-15,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-16,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-17,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-20,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-21,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-22,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-23,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-24,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-27,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-28,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,2010-09-29,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,-0.6833141092887504,-0.1968643679544107,0,0.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-02,7,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,True,4.0,0.0,0.0,4.228489649123024,0.0,-0.6710334524446734,0.0051201859388183,1,1.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-03,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,-4.0,0.0,0.0,-0.4592741566463212,0.0,-0.6710334524446734,-0.1474183029791625,0,1.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-06,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,-0.4592741566463212,0.0,-0.6710334524446734,-0.1868324338079075,0,1.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-07,4,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,1.0,0.0,0.0,0.7126667947960151,0.0,-0.6710334524446734,-0.1336949338135752,0,0.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-08,4,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.7126667947960151,0.0,-0.6710334524446734,-0.1400384319591526,0,0.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-09,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,-2.0,0.0,0.0,-1.6312151080886577,0.0,-0.6710334524446734,-0.1572299950314834,0,0.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-10,5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,3.0,0.0,0.0,1.884607746238352,0.0,-0.6710334524446734,-0.0988024270316246,0,0.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-12,3,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,-2.0,0.0,0.0,-0.4592741566463212,0.0,-0.6710334524446734,-0.0714414262560252,1,1.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-13,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,-0.4592741566463212,0.0,-0.6710334524446734,-0.1868324338079075,0,1.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-14,4,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,1.0,0.0,0.0,0.7126667947960151,0.0,-0.6710334524446734,-0.1336949338135752,0,1.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-15,4,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.7126667947960151,0.0,-0.6710334524446734,-0.1400384319591526,0,0.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-16,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,-1.0,0.0,0.0,-0.4592741566463212,0.0,-0.6710334524446734,-0.1768963568853029,0,0.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-17,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,-0.4592741566463212,0.0,-0.6710334524446734,-0.1868324338079075,0,0.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-18,3,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,-0.4592741566463212,0.0,-0.6710334524446734,-0.0876866178306238,1,1.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-20,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,-1.0,0.0,0.0,-1.6312151080886577,0.0,-0.6710334524446734,-0.1673399966830676,0,1.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-21,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,1.0,0.0,0.0,-0.4592741566463212,0.0,-0.6710334524446734,-0.1769251112792251,0,1.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-22,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,-0.4592741566463212,0.0,-0.6710334524446734,-0.1868324338079075,0,0.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-23,4,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,1.0,0.0,0.0,0.7126667947960151,0.0,-0.6710334524446734,-0.1336949338135752,0,0.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-24,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,-1.0,0.0,0.0,-0.4592741566463212,0.0,-0.6710334524446734,-0.1768963568853029,0,0.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-27,6,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,True,3.0,0.0,0.0,3.056548697680688,0.0,-0.6710334524446734,-0.0277717089810515,1,1.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-28,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,-3.0,0.0,0.0,-0.4592741566463212,0.0,-0.6710334524446734,-0.1536042058460878,0,1.0,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,2010-09-29,4,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,1.0,0.0,0.0,0.7126667947960151,0.0,-0.6710334524446734,-0.1336949338135752,0,1.0,0,0,0
01766b01b443ca997fc32f9d1760751d71dc57cf70295d3ce22d92d3fd364052,2010-09-02,2,0,0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,True,-1.0,7.0,0.0,-1.711779135792855,1.5110798007466772,-0.6828152738045726,-0.0683748538850155,1,1.0,0,0,0
01766b01b443ca997fc32f9d1760751d71dc57cf70295d3ce22d92d3fd364052,2010-09-03,3,0,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,True,1.0,-4.0,0.0,-0.5329715257963099,0.0888870471027457,-0.6828152738045726,-0.1374503169485169,0,1.0,0,0,0
01766b01b443ca997fc32f9d1760751d71dc57cf70295d3ce22d92d3fd364052,2010-09-07,4,0,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,True,1.0,-1.0,0.0,0.645836084200235,-0.2666611413082371,-0.6828152738045726,-0.102473645147938,0,1.0,0,0,0
01766b01b443ca997fc32f9d1760751d71dc57cf70295d3ce22d92d3fd364052,2010-09-08,3,0,0,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,True,-1.0,4.0,0.0,-0.5329715257963099,1.1555316123356942,-0.6828152738045726,-0.0918530125394167,1,1.0,0,0,0
